Designator,Mid X,Mid Y,Rotation,Layer
J1,170.5,-116.95,270.0,top
J2,127.64125,-85.61,180.0,top
J3,93.5,-116.95,270.0,top
J5,131.95,-155.55,0.0,top
SW1,111.45,-109.885,0.0,top
SW2,132.0,-109.885,0.0,top
SW3,152.55,-109.885,0.0,top
U1,111.91875,-90.4875,0.0,top
