Designator,Mid X,Mid Y,Rotation,Layer
J1,111.55,-95.0,0.0,top
J2,150.0,-71.55,90.0,top
J3,150.0,-119.5,90.0,top
J4,188.45,-95.0,0.0,top
SW1,121.44375,-89.1,0.0,top
SW2,140.475,-89.1,0.0,top
SW3,159.54375,-89.1,0.0,top
SW4,178.59375,-89.1,0.0,top
U1,124.0,-110.0,270.0,top
